New claim date,Type,Subgroup,Initial claims
03/28/2021,Initial claims by industry,Information,189
04/04/2021,Initial claims by industry,Information,177
04/11/2021,Initial claims by industry,Information,145
04/18/2021,Initial claims by industry,Information,70
04/25/2021,Initial claims by industry,Information,71
05/02/2021,Initial claims by industry,Information,90
05/09/2021,Initial claims by industry,Information,54
05/16/2021,Initial claims by industry,Information,42
05/23/2021,Initial claims by industry,Information,57
05/30/2021,Initial claims by industry,Information,51
06/06/2021,Initial claims by industry,Information,39
06/13/2021,Initial claims by industry,Information,36
06/20/2021,Initial claims by industry,Information,42
06/27/2021,Initial claims by industry,Information,38
07/04/2021,Initial claims by industry,Information,79
07/11/2021,Initial claims by industry,Information,34
07/18/2021,Initial claims by industry,Information,37
07/25/2021,Initial claims by industry,Information,26
08/01/2021,Initial claims by industry,Information,33
08/08/2021,Initial claims by industry,Information,29
08/15/2021,Initial claims by industry,Information,33
08/22/2021,Initial claims by industry,Information,25
08/29/2021,Initial claims by industry,Information,10
09/05/2021,Initial claims by industry,Information,18
09/12/2021,Initial claims by industry,Information,22
09/19/2021,Initial claims by industry,Information,8
09/26/2021,Initial claims by industry,Information,20
10/03/2021,Initial claims by industry,Information,24
10/10/2021,Initial claims by industry,Information,14
10/17/2021,Initial claims by industry,Information,26
10/24/2021,Initial claims by industry,Information,17
10/31/2021,Initial claims by industry,Information,20
11/07/2021,Initial claims by industry,Information,17
11/14/2021,Initial claims by industry,Information,22
11/21/2021,Initial claims by industry,Information,2
11/28/2021,Initial claims by industry,Information,16
12/05/2021,Initial claims by industry,Information,22
12/12/2021,Initial claims by industry,Information,14
12/19/2021,Initial claims by industry,Information,15
12/26/2021,Initial claims by industry,Information,21
01/02/2022,Initial claims by industry,Information,33
01/09/2022,Initial claims by industry,Information,29
01/16/2022,Initial claims by industry,Information,17
01/23/2022,Initial claims by industry,Information,13
01/30/2022,Initial claims by industry,Information,18
02/06/2022,Initial claims by industry,Information,14
02/13/2022,Initial claims by industry,Information,19
02/20/2022,Initial claims by industry,Information,13
02/27/2022,Initial claims by industry,Information,11
03/06/2022,Initial claims by industry,Information,12
03/13/2022,Initial claims by industry,Information,21
03/20/2022,Initial claims by industry,Information,16
03/27/2022,Initial claims by industry,Information,51
04/03/2022,Initial claims by industry,Information,33
04/10/2022,Initial claims by industry,Information,28
04/17/2022,Initial claims by industry,Information,16
04/24/2022,Initial claims by industry,Information,20
05/01/2022,Initial claims by industry,Information,26
05/08/2022,Initial claims by industry,Information,26
05/15/2022,Initial claims by industry,Information,12
05/22/2022,Initial claims by industry,Information,40
05/29/2022,Initial claims by industry,Information,14
06/05/2022,Initial claims by industry,Information,23
06/12/2022,Initial claims by industry,Information,22
06/19/2022,Initial claims by industry,Information,12
01/09/2005,Initial claims by industry,Finance and insurance,120
01/16/2005,Initial claims by industry,Finance and insurance,104
01/23/2005,Initial claims by industry,Finance and insurance,88
01/30/2005,Initial claims by industry,Finance and insurance,153
02/06/2005,Initial claims by industry,Finance and insurance,84
02/13/2005,Initial claims by industry,Finance and insurance,107
02/20/2005,Initial claims by industry,Finance and insurance,110
02/27/2005,Initial claims by industry,Finance and insurance,98
03/06/2005,Initial claims by industry,Finance and insurance,76
03/13/2005,Initial claims by industry,Finance and insurance,86
03/20/2005,Initial claims by industry,Finance and insurance,83
03/27/2005,Initial claims by industry,Finance and insurance,116
04/03/2005,Initial claims by industry,Finance and insurance,136
04/10/2005,Initial claims by industry,Finance and insurance,121
04/17/2005,Initial claims by industry,Finance and insurance,138
04/24/2005,Initial claims by industry,Finance and insurance,105
05/01/2005,Initial claims by industry,Finance and insurance,148
05/08/2005,Initial claims by industry,Finance and insurance,102
05/15/2005,Initial claims by industry,Finance and insurance,104
05/22/2005,Initial claims by industry,Finance and insurance,85
05/29/2005,Initial claims by industry,Finance and insurance,102
06/05/2005,Initial claims by industry,Finance and insurance,100
06/12/2005,Initial claims by industry,Finance and insurance,85
06/19/2005,Initial claims by industry,Finance and insurance,100
06/26/2005,Initial claims by industry,Finance and insurance,107
07/03/2005,Initial claims by industry,Finance and insurance,166
07/10/2005,Initial claims by industry,Finance and insurance,116
07/17/2005,Initial claims by industry,Finance and insurance,114
07/24/2005,Initial claims by industry,Finance and insurance,86
07/31/2005,Initial claims by industry,Finance and insurance,122
08/07/2005,Initial claims by industry,Finance and insurance,101
08/14/2005,Initial claims by industry,Finance and insurance,95
08/21/2005,Initial claims by industry,Finance and insurance,79
08/28/2005,Initial claims by industry,Finance and insurance,104
09/04/2005,Initial claims by industry,Finance and insurance,99
09/11/2005,Initial claims by industry,Finance and insurance,87
09/18/2005,Initial claims by industry,Finance and insurance,55
09/25/2005,Initial claims by industry,Finance and insurance,50
10/02/2005,Initial claims by industry,Finance and insurance,138
10/09/2005,Initial claims by industry,Finance and insurance,117
10/16/2005,Initial claims by industry,Finance and insurance,95
10/23/2005,Initial claims by industry,Finance and insurance,100
10/30/2005,Initial claims by industry,Finance and insurance,110
11/06/2005,Initial claims by industry,Finance and insurance,76
11/13/2005,Initial claims by industry,Finance and insurance,81
11/20/2005,Initial claims by industry,Finance and insurance,54
11/27/2005,Initial claims by industry,Finance and insurance,84
12/04/2005,Initial claims by industry,Finance and insurance,114
12/11/2005,Initial claims by industry,Finance and insurance,74
12/18/2005,Initial claims by industry,Finance and insurance,72
12/25/2005,Initial claims by industry,Finance and insurance,70
01/08/2006,Initial claims by industry,Finance and insurance,374
01/15/2006,Initial claims by industry,Finance and insurance,96
01/22/2006,Initial claims by industry,Finance and insurance,90
01/29/2006,Initial claims by industry,Finance and insurance,109
02/05/2006,Initial claims by industry,Finance and insurance,102
02/12/2006,Initial claims by industry,Finance and insurance,93
02/19/2006,Initial claims by industry,Finance and insurance,86
02/26/2006,Initial claims by industry,Finance and insurance,75
03/05/2006,Initial claims by industry,Finance and insurance,156
03/12/2006,Initial claims by industry,Finance and insurance,81
03/19/2006,Initial claims by industry,Finance and insurance,58
03/26/2006,Initial claims by industry,Finance and insurance,105
04/02/2006,Initial claims by industry,Finance and insurance,229
04/09/2006,Initial claims by industry,Finance and insurance,97
04/16/2006,Initial claims by industry,Finance and insurance,109
04/23/2006,Initial claims by industry,Finance and insurance,85
04/30/2006,Initial claims by industry,Finance and insurance,136
05/07/2006,Initial claims by industry,Finance and insurance,104
05/14/2006,Initial claims by industry,Finance and insurance,90
05/21/2006,Initial claims by industry,Finance and insurance,95
05/28/2006,Initial claims by industry,Finance and insurance,86
06/04/2006,Initial claims by industry,Finance and insurance,127
06/11/2006,Initial claims by industry,Finance and insurance,114
06/18/2006,Initial claims by industry,Finance and insurance,94
06/25/2006,Initial claims by industry,Finance and insurance,81
07/02/2006,Initial claims by industry,Finance and insurance,178
07/09/2006,Initial claims by industry,Finance and insurance,116
07/16/2006,Initial claims by industry,Finance and insurance,102
07/23/2006,Initial claims by industry,Finance and insurance,99
07/30/2006,Initial claims by industry,Finance and insurance,110
08/06/2006,Initial claims by industry,Finance and insurance,89
08/13/2006,Initial claims by industry,Finance and insurance,78
08/20/2006,Initial claims by industry,Finance and insurance,82
08/27/2006,Initial claims by industry,Finance and insurance,73
09/03/2006,Initial claims by industry,Finance and insurance,66
09/10/2006,Initial claims by industry,Finance and insurance,66
09/17/2006,Initial claims by industry,Finance and insurance,81
09/24/2006,Initial claims by industry,Finance and insurance,59
10/08/2006,Initial claims by industry,Finance and insurance,190
10/15/2006,Initial claims by industry,Finance and insurance,106
10/22/2006,Initial claims by industry,Finance and insurance,129
10/29/2006,Initial claims by industry,Finance and insurance,104
11/05/2006,Initial claims by industry,Finance and insurance,109
11/12/2006,Initial claims by industry,Finance and insurance,97
11/19/2006,Initial claims by industry,Finance and insurance,61
11/26/2006,Initial claims by industry,Finance and insurance,79
12/03/2006,Initial claims by industry,Finance and insurance,106
12/10/2006,Initial claims by industry,Finance and insurance,63
